uid,domainID,siteID,plotID,trapCoordinate,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,date,eventID,individualID,taxonID,scientificName,taxonRank,identificationQualifier,identificationStatus,sex,reproductiveCondition,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,bloodSampleID,bloodSampleMethod,fecalSampleID,fecalSampleCondition,earSampleID,hairSampleID,whiskerSampleID,voucherSampleID,measuredBy,recordedBy,remarks,consistencyTagIDSexQF,consistencyTagIDTaxonIDQF,consistencyTagIDLifeStageQF,orderTagIDRecaptureQF,orderTagIDLifeStageQF,,
709B7E8BCD704244BF5E07BCB7E0D5DD,D01,BART,BART_001,I2,mixedForest,44.047156,-71.304627,WGS84,,517.1,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0L0622,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,1,0,-1,0,,
195BF4F78F5645898F8BC56371FFF484,D01,BART,BART_001,H7,mixedForest,44.046704,-71.304735,WGS84,,520.2,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0619,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,,0,0,0,-1,0,,
812D73464E154F4B9EA8081B2DF63A8B,D01,BART,BART_001,J2,mixedForest,44.047159,-71.304503,WGS84,,515.5,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1689,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
45A17E71ECC841DA98DAD2E2F6220FAD,D01,BART,BART_001,H5,mixedForest,44.046884,-71.304742,WGS84,,519.6,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1654,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,,,,,,BART.20140827.R1654.B,mandibular,,,,,,,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,,0,0,0,-1,0,,
AE90F0DD01E747F4BAE076D1DF1A8347,D01,BART,BART_001,J1,mixedForest,44.047249,-71.304506,WGS84,,515.2,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1690,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,BART.20140827.R1690.B,mandibular,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
F00CBD88EA7444AD9EE19C04D139B1E0,D01,BART,BART_001,A8,mixedForest,44.046596,-71.305604,WGS84,,531.1,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0L0438,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,ElbsE8QVGBcgFa8PNxNOm1kTerYjbAw5,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
DBDF1643ED6948B7BF06F4FF7C643F94,D01,BART,BART_001,A7,mixedForest,44.046686,-71.305608,WGS84,,530.9,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0L1682,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,,0,0,0,-1,0,,
1A996AB443934B7993F16EA627921B05,D01,BART,BART_001,I10,mixedForest,44.046437,-71.304599,WGS84,,519.6,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0L1698,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,BART.20140827.L1698.B,mandibular,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
EEDCE17A224F45BFA9FCDA525D607E6D,D01,BART,BART_001,A4,mixedForest,44.046956,-71.305618,WGS84,,530.4,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1694,TAST,Tamias striatus,species,, ,M,N,N,,,adult,nonscrotal,,,,,,,,,,,,,,,,,ElbsE8QVGBcgFa8PNxNOm1kTerYjbAw5,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
6FE0AF233AFF44B0886D25683E2B1738,D01,BART,BART_001,A3,mixedForest,44.047046,-71.305622,WGS84,,530.2,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1674,PEMA,Peromyscus maniculatus,species,, ,F,N,N,,,subadult,,nonenlarged,not,neither,,,,,,,unsuccessful,,,,,,,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,,0,0,0,-1,0,,
06164EAE745144439A3AD46F9D4D4F69,D01,BART,BART_062,D6,,,,,,,,8/27/2014,MAM.BART.2014.09,,BLBR,Blarina brevicauda,species,, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,-1,-1,-1,-1,-1,,
656BBAB2B276458EAFD967BA217CD4D5,D01,BART,BART_001,XX,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0609,PELE,Peromyscus leucopus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,Grid coordinate J2 listed on datasheet. Previous entry for J2 from this day/grid. ,0,1,0,-1,0,,
68E85B9FE87E48958AC063E962061CAC,D01,BART,BART_001,J9,mixedForest,44.046529,-71.304478,WGS84,,517.7,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0607,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,1,-1,1,,
704FB7F5241944BD9122EF359BD62AA6,D01,BART,BART_062,A9,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1899,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,19,15,90,,18,BART.20140827.R1899.B,mandibular,,,BART.20140827.R1899.E,BART.20140827.R1899.H,BART.20140827.R1899.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,bot fly,0,0,0,-1,0,,
6BE55E983E3D45E29E7B9332C0624AB6,D01,BART,BART_062,A8,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1877,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,21,17,78,,17,BART.20140827.R1877.B,mandibular,BART.20140827.R1877.F,fresh,BART.20140827.R1877.E,BART.20140827.R1877.H,BART.20140827.R1877.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
E212AA4D4E9C4704ADEF1801CCBBA233,D01,BART,BART_062,E5,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0566,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,19,15,90,,17,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
EBBD783949C04ACCB387E4333D4D1911,D01,BART,BART_001,J8,mixedForest,44.046619,-71.304482,WGS84,,517.3,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0L0620,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,-1,1,0,-1,0,,
B03B1B1E0D734AF5A2CC67B6FA98FB32,D01,BART,BART_001,J4,mixedForest,44.046979,-71.304496,WGS84,,516,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0608,PELE,Peromyscus leucopus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,ElbsE8QVGBcgFa8PNxNOm1kTerYjbAw5,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,-1,1,0,-1,0,,
785F97BA66F843A296C0CD172D510C97,D01,BART,BART_062,F1,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1633,PELE,Peromyscus leucopus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,20,14,80,,18,,,BART.20140827.R1633.F,fresh,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,1,-1,1,,
22A5EA3E863F49BCB2115D88055A53EF,D01,BART,BART_062,F3,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1879,PELE,Peromyscus leucopus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,19,15,80,,17,BART.20140827.R1879.B,mandibular,BART.20140827.R1879.F,fresh,BART.20140827.R1879.E,BART.20140827.R1879.H,BART.20140827.R1879.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
36AC05322A364665B68E7EA512560228,D01,BART,BART_062,B1,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1900,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,20,17,89,,20,BART.20140827.R1900.B,mandibular,,,BART.20140827.R1900.E,BART.20140827.R1900.H,BART.20140827.R1900.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
638F041BBAC84B50ACE2C1EE12CD5061,D01,BART,BART_062,B6,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1297,PELE,Peromyscus leucopus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,20,15,91,,20,BART.20140827.R1297.B,mandibular,,,,BART.20140827.R1297.H,BART.20140827.R1297.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
E0634B6ABB3F43628BCC279D9BDDBC2E,D01,BART,BART_062,H9,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1880,TAST,Tamias striatus,species,, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,bot fly,0,0,0,-1,0,,
8674B06C9E5A49C9A873D43A64820FEE,D01,BART,BART_062,I8,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1885,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,,,,,,BART.20140827.R1885.B,mandibular,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,1,1,-1,1,,
657AD1BB5FD941888768D86E98352394,D01,BART,BART_062,I4,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1629,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
234D2104BFD44239A1BAF27D30EA7C0B,D01,BART,BART_062,C9,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0L1897,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,19,17,93,,19,BART.20140827.L1897.B,mandibular,BART.20140827.L1897.F,fresh,BART.20140827.L1897.E,BART.20140827.L1897.H,BART.20140827.L1897.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,a little bit of nitrile glove in ear tag,0,0,0,-1,0,,
C8C48F4182A846B8A577EAC8C408E12A,D01,BART,BART_062,H2,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0585,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,-1,0,0,-1,0,,
253990B05026418B9DB202A8EDD404AA,D01,BART,BART_062,C7,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1896,PELE,Peromyscus leucopus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,20,15,74,,18,BART.20140827.R1896.B,mandibular,BART.20140827.R1896.F,fresh,BART.20140827.R1896.E,BART.20140827.R1896.H,BART.20140827.R1896.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,bot fly,0,0,0,-1,0,,
996E6C4FD80240BDBAB461C1F9C1C9D0,D01,BART,BART_062,H4,,,,,,,,8/27/2014,MAM.BART.2014.09,,BLBR,Blarina brevicauda,species,, ,,N,N,,,,,,not,,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,-1,-1,-1,-1,-1,,
B4E33ED30CCF49BEA9EE6393A374A542,D01,BART,BART_062,J2,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1882,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,BART.20140827.R1882.B,mandibular,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,bot fly,0,0,0,-1,0,,
DCE8AD5D1BEA435F854748021966184F,D01,BART,BART_062,G5,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0584,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,1,-1,1,,
F8F58E8390E845FE84C91FCC38ACE23F,D01,BART,BART_062,H5,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0591,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
C46887BD8CAC4D018C2F1B95425567CA,D01,BART,BART_062,F6,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1641,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,21,16,84,,16,,,BART.20140827.R1641.F,fresh,,BART.20140827.R1641.H,BART.20140827.R1641.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
62A41F77D9684A2FA8B7BBB0E771E1F3,D01,BART,BART_062,J1,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1887,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,,,,,,BART.20140827.R1887.B,mandibular,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,bot fly,0,0,0,-1,0,,
3D0D1BAC43C04F4F8EE9EC680DEDFD23,D01,BART,BART_001,A5,mixedForest,44.046866,-71.305615,WGS84,,530.5,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1693,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,,,,,,BART.20140827.R1693.B,mandibular,,,,,,,ElbsE8QVGBcgFa8PNxNOm1kTerYjbAw5,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
30C5053D065942F9BDB8406B4DD9541A,D01,BART,BART_062,H7,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1881,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,,,,,,BART.20140827.R1881.B,mandibular,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
3B726252EA7745A3930896DC30709651,D01,BART,BART_001,J3,mixedForest,44.047069,-71.304499,WGS84,,515.7,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0508,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,unsuccessful,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
D2D670F8A94448288A8DECE31063DE51,D01,BART,BART_062,F4,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1631,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,19,15,81,,20,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,bot fly,0,0,0,-1,0,,
789459873B3E4C77881D73FEC5F9E141,D01,BART,BART_001,F6,mixedForest,44.046789,-71.304988,WGS84,,523,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1681,TAST,Tamias striatus,species,, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,,-1,0,0,-1,0,,
A963C45C4AA648C0B337938BA923A2D8,D01,BART,BART_001,C8,mixedForest,44.046601,-71.305355,WGS84,,528.2,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0513,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,,,,,,,,,,,,,,ElbsE8QVGBcgFa8PNxNOm1kTerYjbAw5,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,1,1,-1,1,,
3C43301F27F348839DEA599C4EAF42CE,D01,BART,BART_062,D1,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1876,TAST,Tamias striatus,species,, ,F,N,N,,,adult,,nonenlarged,not,neither,34,,,,90,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
1C5EDB52F0AA4271B07213E641B36061,D01,BART,BART_001,E10,mixedForest,44.046426,-71.305098,WGS84,,525.7,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0326,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,,0,0,0,-1,0,,
F1DF4CA3C9864AF0998BBF13F42705B9,D01,BART,BART_001,J5,mixedForest,44.046889,-71.304492,WGS84,,516.3,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1695,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,,,,,,,unsuccessful,,,,,,,pBFUDKSIh650rgxk56vrhDrAkQ5tQirz,CxQbJXcjrJ0KLWrLIRFS9npsSOBUHiaZ,,0,0,0,-1,0,,
6736F96EDB134EE5863AC4395D18934A,D01,BART,BART_001,D2,mixedForest,44.047144,-71.305251,WGS84,,525.3,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.999346,MYGA,Myodes gapperi,species,, ,F,N,Y,,,adult,,nonenlarged,not,neither,,,,,,,,,,,,,,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,,-1,0,1,-1,1,,
932B25DEA8934DE5B3AE4AEF7D57097C,D01,BART,BART_001,B2,mixedForest,44.047139,-71.3055,WGS84,,528.5,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1672,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,,,,,,,unsuccessful,,,,,,,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,,0,0,0,-1,0,,
B991AFF637214DE6B4234895A94EE0E9,D01,BART,BART_062,J7,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1639,PELE,Peromyscus leucopus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,,,,,,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
F9F0D1FFF38E43E693B60C86ACF104F4,D01,BART,BART_062,D8,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1878,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,20,12,80,,19,BART.20140827.R1878.B,mandibular,BART.20140827.R1878.F,fresh,BART.20140827.R1878.E,BART.20140827.R1878.H,BART.20140827.R1878.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
BBA6A9A1991445EE9135C57E47F54895,D01,BART,BART_062,B3,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0557,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,Y,,,subadult,,nonenlarged,not,neither,21,17,83,,17,,,,,,,,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,1,-1,1,,
B52B8D9770644A01A289F50A641FC417,D01,BART,BART_001,B8,mixedForest,44.046599,-71.305479,WGS84,,529.7,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.954822,NAIN,Napaeozapus insignis,species,, ,M,R,N,,,adult,scrotal,,,,,,,,,BART.20140827.954822.B,mandibular,,,,,,,ElbsE8QVGBcgFa8PNxNOm9XcxD0aXw6G,nLU3DaaiA9aiN59JksJaZxdpLgRbfSwp,,0,0,0,-1,0,,
0796DBA25A604A3AA2E722739B100A21,D01,BART,BART_062,E10,,,,,,,,8/27/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1895,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,20,15,82,,25,BART.20140827.R1895.B,mandibular,BART.20140827.R1895.F,fresh,BART.20140827.R1895.E,,BART.20140827.R1895.H,,zODC+zTh3jdHKFo7lDoQcrCNcr6cYWTo,fxHgALBjvjgbVHgipACxg2LzSD64a+AG,,0,0,0,-1,0,,
0AB24851C75E47A68E2824F976D91665,D01,BART,BART_015,A8,mixedForest,44.042625,-71.275558,WGS84,,451,,8/28/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0034,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,18,14,96,,19,BART.20140828.R0034.B,mandibular,,,,BART.20140828.R0034.H,BART.20140828.R0034.H,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
C1A0E4FF3DC44C1ABADE12EFEC480941,D01,BART,BART_015,B2,mixedForest,44.043167,-71.275454,WGS84,,441.6,,8/28/2014,MAM.BART.2014.09,NEON.MAM.D01.0L1802,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,19,13,88,,17,,unsuccessful,BART.20140828.L1802.F,fresh,BART.20140828.L1802.E,BART.20140828.L1802.H,BART.20140828.L1802.H,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,1,-1,1,,
E42B6A24992545DAA360DA911D1B8B91,D01,BART,BART_015,A7,mixedForest,44.042715,-71.275562,WGS84,,449.6,,8/28/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1117,PELE,Peromyscus leucopus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,19,12,81,,14,,unsuccessful,BART.20140828.R1117.F,fresh,,BART.20140828.R1117.H,BART.20140828.R1117.H,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,1,-1,1,,
6C1BD3E2FD8E493CB33383F6A93AEACF,D01,BART,BART_015,C6,mixedForest,44.04281,-71.275316,WGS84,,446.8,,8/28/2014,MAM.BART.2014.09,NEON.MAM.D01.0R1803,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,17,13,86,,21,BART.20140828.R1803.B,mandibular,,,BART.20140828.R1803.E,BART.20140828.R1803.H,BART.20140828.R1803.H,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
CD9B70C1F26E4A25A0F7F95DAB6040BE,D01,BART,BART_015,A6,mixedForest,44.042805,-71.275565,WGS84,,448.1,,8/28/2014,MAM.BART.2014.09,NEON.MAM.D01.0R0423,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,20,15,90,,22,BART.20140828.R0423.B,mandibular,BART.20140828.R0423.F,fresh,,BART.20140828.R0423.H,BART.20140828.R0423.H,,fxHgALBjvjhmoKYf5Os9j5q4QmwD37Ia,pBFUDKSIh650rgxk56vrhAMliaYxfJzN,,0,0,0,-1,0,,
